

Effective Date,AB - COAL Generation Net MW,AB - HYDRO Generation Net MW,AB - Interchange MW,AB - Natural Gas Generation Net MW,AB - Other Generation Unit Net MW,AB - Wind Generation Unit Net MW
07-Jun-2020 08:00:00,1562.9166,406.3333,-974.5,3952.5833,274,907.0833
07-Jun-2020 09:00:00,1599.25,425.6666,-941.0833,4249.75,273.3333,847.1666
07-Jun-2020 10:00:00,1742.0833,393.9166,-970.25,4277.5,278.25,897.25
07-Jun-2020 11:00:00,1780.25,384.8333,-960.25,4281.8333,284.75,1014.8333
07-Jun-2020 12:00:00,1609.25,398.6666,-959.3333,4395.8333,285.8333,1095.1666
07-Jun-2020 13:00:00,1697.5,385.3333,-947.75,4401.5,283.0833,1034.8333
07-Jun-2020 14:00:00,1650.0833,438.8333,-870.4166,4400.4166,283.8333,980.25
07-Jun-2020 15:00:00,1869.3333,489.75,-90,4478.8333,262.25,864.75
07-Jun-2020 16:00:00,2220.75,443.8333,-120.5,4553.5,261.6666,828.8333
07-Jun-2020 17:00:00,2366.6666,408.9166,-129.6666,4585.75,251.9166,881.5
07-Jun-2020 18:00:00,1970.5,376.1666,-520.1666,4506.9166,245.0833,936.0833
07-Jun-2020 19:00:00,1804.75,360.5,-696.9166,4513.25,244.5833,828.1666
07-Jun-2020 20:00:00,2004.25,341.9166,-617.1666,4487.75,245.8333,679.75
07-Jun-2020 21:00:00,2195.9166,365.9166,-584,4512.0833,255.3333,441
07-Jun-2020 22:00:00,2248.5,354.25,-623.3333,4482.6666,256.4166,340
07-Jun-2020 23:00:00,2090.5833,277.0833,-623.8333,4434.5,260.6666,389.3333
08-Jun-2020 00:00:00,1830.6666,266.0833,-627.3333,4384.8333,272.3333,490
08-Jun-2020 01:00:00,1702.9166,268.75,-708.5,4266.9166,271.0833,583.0833
08-Jun-2020 02:00:00,1677.9166,272.8333,-723.5833,4264.6666,268.9166,530.0833
08-Jun-2020 03:00:00,1725.25,280.8333,-697.6666,4319.5,270.3333,379.3333
08-Jun-2020 04:00:00,1810.0833,270,-681.6666,4367,273.1666,325
08-Jun-2020 05:00:00,1937.4166,288.9166,-636.9166,4393.8333,275.25,270
08-Jun-2020 06:00:00,1895.5833,288.6666,-656.4166,4505.0833,272.75,350.8333
08-Jun-2020 07:00:00,1954.5833,366.8333,-665.9166,4686.5833,276.9166,354.1666
08-Jun-2020 08:00:00,2200.5833,369.25,-627.4166,4831.9166,280.8333,344.8333
08-Jun-2020 09:00:00,2347.5833,378.0833,-454.3333,4947,281.5833,381.9166
08-Jun-2020 10:00:00,2423.9166,358.6666,-422.5833,4935.5833,287,488.25
08-Jun-2020 11:00:00,2329.5,339.3333,-384.4166,4910.6666,285.6666,732.1666
08-Jun-2020 12:00:00,2160.3333,341.1666,-429.1666,4845.75,291.5833,949.9166
08-Jun-2020 13:00:00,2050.0833,374.5833,-496.6666,4873.6666,283.5,939.75
08-Jun-2020 14:00:00,2215.0833,368.8333,-478.4166,4867.0833,284.5,832.5833
08-Jun-2020 15:00:00,2365.5833,371,-441.3333,4784.4166,287.4166,770.0833
08-Jun-2020 16:00:00,2379.25,373.5833,-425.1666,4790.75,288.4166,771.25
08-Jun-2020 17:00:00,2508.75,342.1666,-388.5,4759.6666,277.75,739.4166
08-Jun-2020 18:00:00,2127.75,345.5,-414.8333,4765.8333,271.5833,930
08-Jun-2020 19:00:00,2015.9166,328.5833,-643.5833,4517,279.4166,984.75
08-Jun-2020 20:00:00,2011.5,343.8333,-651.3333,4272.8333,277.75,1161.8333
08-Jun-2020 21:00:00,1888.5,372.3333,-523.4166,4485.0833,276.0833,1156.1666
08-Jun-2020 22:00:00,1827.75,288.25,-374.6666,4655.1666,277.75,1155.1666
08-Jun-2020 23:00:00,1787.25,258.4166,-371.75,4460.9166,276.75,1230.5833
09-Jun-2020 00:00:00,1744.9166,251.4166,-350.0833,4265.75,274.9166,1299.0833
09-Jun-2020 01:00:00,1648.8333,259.6666,-379.5833,4354.6666,267.8333,1175.9166
09-Jun-2020 02:00:00,1611.5,265.4166,-370.6666,4455.5833,267.8333,1072.5
09-Jun-2020 03:00:00,1610.0833,263.4166,-382.9166,4385.3333,268.4166,1110.1666
09-Jun-2020 04:00:00,1621.3333,266.75,-379.25,4410.75,269,1099.0833
09-Jun-2020 05:00:00,1705.6666,285.25,-359.25,4263.1666,270.5833,1135.8333
09-Jun-2020 06:00:00,1737.75,291.1666,-371.9166,4235.5833,274.75,1191.25
09-Jun-2020 07:00:00,1754.8333,380.4166,-379.0833,4568.75,267.75,1090.75
09-Jun-2020 08:00:00,2017.3333,384.0833,-386.25,4618.0833,278.5833,1052.3333
09-Jun-2020 09:00:00,2213.8333,380.8333,-385.1666,4605.3333,286.5833,1012
09-Jun-2020 10:00:00,2237.4166,394.1666,-467,4643.25,291.8333,922.5
09-Jun-2020 11:00:00,2238.5833,366.3333,-482.6666,4755,295.1666,919.1666
09-Jun-2020 12:00:00,2242.3333,370.5833,-479.5,4815.8333,294.1666,872.1666
09-Jun-2020 13:00:00,2333.4166,374.6666,-457.5,4758.1666,290.1666,846.5833
09-Jun-2020 14:00:00,2363.9166,396.5833,-477.25,4690.25,294.5,856.1666
09-Jun-2020 15:00:00,2437.1666,368.3333,-451.5833,4580,291.9166,931.5833
09-Jun-2020 16:00:00,2295.3333,354.5833,-478.75,4611.0833,290.5833,1038.1666
09-Jun-2020 17:00:00,2261.3333,350.6666,-473.1666,4475.5,291,1169.0833
09-Jun-2020 18:00:00,2158.9166,372,-440.1666,4386.8333,285.5,1307.4166
09-Jun-2020 19:00:00,2208.5833,386,-446.6666,4266.25,279.5833,1306.0833
09-Jun-2020 20:00:00,2128.6666,377.25,-330.3333,4374.3333,271.75,1278
09-Jun-2020 21:00:00,1855.0833,338.4166,-397.1666,4557.8333,271.1666,1221.25
09-Jun-2020 22:00:00,1791.9166,310.5833,-370.1666,4590.75,269.25,1252.75
09-Jun-2020 23:00:00,1810,256.0833,-445.1666,4320.4166,273.75,1301
10-Jun-2020 00:00:00,1619.3333,281.75,-398.8333,4228.0833,273,1407.5
10-Jun-2020 01:00:00,1619.6666,269.4166,-351.5833,4056.3333,273.3333,1484.3333
10-Jun-2020 02:00:00,1617.8333,284.4166,-373.0833,4002.1666,273.9166,1438.5
10-Jun-2020 03:00:00,1618.5833,279.0833,-350.3333,4019.8333,272.9166,1394.6666
10-Jun-2020 04:00:00,1618.75,270.3333,-368.25,3998,271.5833,1420.75
10-Jun-2020 05:00:00,1618.1666,307.3333,-355.4166,4012.3333,272.25,1375.0833
10-Jun-2020 06:00:00,1617.5833,312,-345.4166,4296.8333,277.75,1263.1666
10-Jun-2020 07:00:00,1716.75,348.6666,-429.5833,4507.6666,282.9166,1173.25
10-Jun-2020 08:00:00,1998,343.3333,-434.8333,4655.4166,285,1061.0833
10-Jun-2020 09:00:00,2106.4166,338.8333,-428.3333,4773.9166,290,945.4166
10-Jun-2020 10:00:00,2254.9166,383.8333,-427.9166,4833.5833,292.5833,780.75
10-Jun-2020 11:00:00,2544,379.0833,-341.3333,4886.5833,294.5,602.25
10-Jun-2020 12:00:00,2658.25,390.6666,-351.5,4911.1666,296.1666,483.5833
10-Jun-2020 13:00:00,2734.0833,359.5,-325.1666,4919.9166,295.8333,487.4166
10-Jun-2020 14:00:00,2579.9166,399.5,-353.6666,4918.75,298.5833,573.0833
10-Jun-2020 15:00:00,2555.75,362.3333,-379.1666,4892.25,293.4166,653.5833
10-Jun-2020 16:00:00,2454.9166,403.25,-419.1666,4902.6666,297.5,725.75
10-Jun-2020 17:00:00,2422.5833,405.3333,-429,4880.6666,295.4166,756.0833
10-Jun-2020 18:00:00,2429.3333,369.1666,-414.5,4800.5833,287.5833,779
10-Jun-2020 19:00:00,2535.5833,367.1666,-275.6666,4711.25,284.8333,818.6666
10-Jun-2020 20:00:00,2379.9166,355.0833,-282.1666,4660.0833,275.4166,985.4166
10-Jun-2020 21:00:00,2293.0833,316.5,-276.25,4666.5,276,1004.75
10-Jun-2020 22:00:00,2108.3333,317.9166,-256.5,4670.6666,271.4166,1119.1666
10-Jun-2020 23:00:00,2006.9166,266.6666,-280.4166,4524,271.75,1160.75
11-Jun-2020 00:00:00,1787.6666,254.6666,-361.1666,4469,270.8333,1150
11-Jun-2020 01:00:00,1754.8333,251.5833,-330.0833,4388.75,273.1666,1122.3333
11-Jun-2020 02:00:00,1754.5,270.5,-285.3333,4299.6666,274.75,1125.4166
11-Jun-2020 03:00:00,1675.5,258.75,-310.6666,4316.9166,276.9166,1116.6666
11-Jun-2020 04:00:00,1656.4166,266.8333,-321.5833,4316.0833,274.5833,1090.3333
11-Jun-2020 05:00:00,1656.5,294.75,-308.5833,4362.3333,274.0833,1024.6666
11-Jun-2020 06:00:00,1690.5833,323,-283.6666,4701.75,273.3333,840.8333
11-Jun-2020 07:00:00,1977.0833,330.9166,-343.4166,4904.5833,273.0833,683
11-Jun-2020 08:00:00,2308.0833,377.0833,-382.5,4989.1666,277.6666,564.5833
11-Jun-2020 09:00:00,2613.75,358,-330.8333,5076,280.4166,460.9166
11-Jun-2020 10:00:00,2791.75,371.75,-332.0833,5083.4166,287.3333,393
11-Jun-2020 11:00:00,2883,367.6666,-341.25,5185.6666,286.25,225.0833
11-Jun-2020 12:00:00,2998.3333,359.3333,-344.5,5157.8333,288.3333,189.25
11-Jun-2020 13:00:00,3106.5833,402.9166,-373.5833,5072.4166,291,144.9166
11-Jun-2020 14:00:00,3222.8333,412.1666,-317.9166,5041.4166,289.75,112.8333
11-Jun-2020 15:00:00,3206.75,444.5833,-363.25,5036.75,288,93
11-Jun-2020 16:00:00,3167.9166,457.75,-364.8333,5085.75,291.75,87.1666
11-Jun-2020 17:00:00,3132.0833,457.5,-316.5,5090.4166,288.6666,101.75
11-Jun-2020 18:00:00,2967.4166,488.1666,-368.6666,5031.5,283.9166,142.25
11-Jun-2020 19:00:00,2975,425.1666,-342,4969.1666,283.3333,207.4166
11-Jun-2020 20:00:00,2874.5,336.6666,-367.25,4882,283.5833,317.75
11-Jun-2020 21:00:00,2574,342.1666,-404.4166,4827.6666,280.8333,530.25
11-Jun-2020 22:00:00,2422.75,338.5,-408.1666,4786.6666,281.6666,664.5833
11-Jun-2020 23:00:00,2298.3333,318.8333,-291.8333,4644.75,285.1666,824.8333
12-Jun-2020 00:00:00,2130.4166,259.25,-352.3333,4506.5833,283.75,899.5833
12-Jun-2020 01:00:00,1975.75,240.9166,-397.5833,4471.4166,279.75,868
12-Jun-2020 02:00:00,1878.6666,265.75,-418.4166,4481.9166,276.5,772.75
12-Jun-2020 03:00:00,1942.1666,249.1666,-424,4472.9166,280.3333,684.5
12-Jun-2020 04:00:00,1922.5833,237.4166,-490.75,4445.0833,280.9166,681.5833
12-Jun-2020 05:00:00,1906.25,306.5833,-441.75,4479.1666,284.1666,626.1666
12-Jun-2020 06:00:00,1978.9166,314,-486.25,4615.3333,281.0833,560.9166
12-Jun-2020 07:00:00,2101.6666,361.0833,-563.6666,4837.6666,280.5833,468.6666
12-Jun-2020 08:00:00,2445.25,358.5833,-540.5833,4927,277.5,346.8333
12-Jun-2020 09:00:00,2790,383.75,-491.8333,4974.5,285.5833,241.9166
12-Jun-2020 10:00:00,3101.1666,320.0833,-395.5,5018.25,291.1666,223.25
12-Jun-2020 11:00:00,3144.0833,359.6666,-452.75,4964.0833,295,221.3333
12-Jun-2020 12:00:00,3080,388.75,-452.5833,4942.25,297.4166,291.75
12-Jun-2020 13:00:00,3032.1666,411,-499.6666,4935.9166,294.4166,319
12-Jun-2020 14:00:00,2983.8333,407.25,-506.75,4882,301.4166,393.3333
12-Jun-2020 15:00:00,2841.8333,413.6666,-485.25,4902.4166,302.1666,511.5
12-Jun-2020 16:00:00,2667.75,471.25,-509.9166,5046.8333,299.75,494.5
12-Jun-2020 17:00:00,2761.0833,454.3333,-442.9166,5082.3333,304.5,401.1666
12-Jun-2020 18:00:00,2645.25,406.8333,-456.3333,4958.6666,300.75,551.75
12-Jun-2020 19:00:00,2417.75,385.9166,-516,4859.6666,288.6666,800.5
12-Jun-2020 20:00:00,2247.9166,354.5,-518.25,4772,285.5,898.5833
12-Jun-2020 21:00:00,2119.5,370.8333,-543.6666,4736.6666,281.5833,894.3333
12-Jun-2020 22:00:00,2280.25,342.5,-505,4726.5,282.9166,686.25
12-Jun-2020 23:00:00,2321.1666,322.0833,-384.4166,4698.6666,282.1666,511.8333
13-Jun-2020 00:00:00,2373.3333,291.0833,-480.25,4600.9166,273.75,265.1666
13-Jun-2020 01:00:00,2015.75,303.25,-456.9166,4472.9166,267.9166,590.0833
13-Jun-2020 02:00:00,1827.25,309.75,-499.5,4362.5,269.25,715.25
13-Jun-2020 03:00:00,1781.9166,302.9166,-500.1666,4291.4166,267.9166,790.25
13-Jun-2020 04:00:00,1645.75,312.1666,-509.75,4446.3333,269.9166,722.4166
13-Jun-2020 05:00:00,1603.1666,329.9166,-499.3333,4467.5,265.75,641.8333
13-Jun-2020 06:00:00,1671.5,363,-449.9166,4577.0833,263.5,506.8333
13-Jun-2020 07:00:00,1806.1666,453.3333,-427.8333,4681.5,267.9166,410.1666
13-Jun-2020 08:00:00,2233.5833,479.4166,-513.8333,4705,268.6666,183.6666
13-Jun-2020 09:00:00,2484.4166,459,-430.9166,4732.6666,264.9166,299.25
13-Jun-2020 10:00:00,2587,437.8333,-382.4166,4728.25,266.75,449
13-Jun-2020 11:00:00,2675.25,497.6666,-465.5833,4741.0833,274,384.3333
13-Jun-2020 12:00:00,2778.25,508.0833,-398.8333,4880.3333,276.5833,242.4166
13-Jun-2020 13:00:00,2696.9166,489.4166,-390.25,4884,267.8333,320.5833
13-Jun-2020 14:00:00,2687.5,516.9166,-391.1666,4901.75,267.1666,229.75
13-Jun-2020 15:00:00,2712.25,542.0833,-404.25,4776.3333,275.5,325.5833
13-Jun-2020 16:00:00,2833.3333,513.8333,-372.9166,4809.75,288.4166,264.25
13-Jun-2020 17:00:00,2834.25,520.8333,-354.4166,4828.6666,294.75,297.1666
13-Jun-2020 18:00:00,2840.75,498.8333,-381.6666,4825.3333,293.8333,223.5
13-Jun-2020 19:00:00,2689.0833,429.0833,-203.25,4786.1666,290,467.4166
13-Jun-2020 20:00:00,2063.1666,370.3333,-365.75,4674,270.75,1015.25
13-Jun-2020 21:00:00,1824.75,398.4166,-457,4544,273.1666,1280.1666
13-Jun-2020 22:00:00,1796.1666,359.25,-495.3333,4464.25,272.4166,1292.5
13-Jun-2020 23:00:00,1908.1666,331.3333,-472,4360.4166,270,1114.75
14-Jun-2020 00:00:00,1824.1666,221.8333,-413.6666,4454.5,269.9166,1044.5833
14-Jun-2020 01:00:00,1552.75,208.0833,-389.0833,4444.3333,268,1197.5
14-Jun-2020 02:00:00,1487.1666,219.5833,-425.3333,4241,268.6666,1328.1666
14-Jun-2020 03:00:00,1520.6666,223.6666,-379.4166,4167.3333,269.6666,1375.3333
14-Jun-2020 04:00:00,1546.3333,217.9166,-351.75,4128.25,269.3333,1426.1666
14-Jun-2020 05:00:00,1572.4166,219.0833,-287.1666,4118.5833,269.0833,1362.1666
14-Jun-2020 06:00:00,1574.3333,220.4166,-308.25,4111.8333,271.0833,1334.9166
14-Jun-2020 07:00:00,1768.0833,306.5833,-401.5833,3879.3333,270.0833,1337.0833
14-Jun-2020 08:00:00,1816.3333,333,-412.1666,4057.0833,274,1341.5833
14-Jun-2020 09:00:00,1816.6666,370.75,-386.4166,4244.9166,276.5,1337.1666
14-Jun-2020 10:00:00,1818,408.5,-349.25,4423.4166,276.5,1333.25
14-Jun-2020 11:00:00,1917.3333,427,-341.4166,4491.6666,280.6666,1309
14-Jun-2020 12:00:00,2064,440.75,-344.6666,4494.9166,281,1257.1666
14-Jun-2020 13:00:00,2139.4166,410.3333,-336.8333,4465.1666,278.0833,1250.25
14-Jun-2020 14:00:00,2039.0833,405.9166,-353.4166,4448.8333,277.4166,1325.0833
14-Jun-2020 15:00:00,2044.5833,410.4166,-358.5833,4444,277.3333,1332.9166
14-Jun-2020 16:00:00,2125.6666,442.9166,-353,4454.5,279.1666,1348.8333
14-Jun-2020 17:00:00,2205.4166,410.9166,-342.75,4477.25,277.0833,1401.9166
14-Jun-2020 18:00:00,2087.8333,390.5,-349.9166,4462.0833,270.6666,1443.5
14-Jun-2020 19:00:00,2032.25,415.0833,-342.5,4466.8333,270.1666,1412.8333
14-Jun-2020 20:00:00,1992.1666,348,-354.5833,4448.8333,267.3333,1422.4166
14-Jun-2020 21:00:00,1932.75,244.9166,-339.5833,4444.9166,268.1666,1485.5833
14-Jun-2020 22:00:00,1743.6666,271.6666,-356.6666,4454.5,267.5,1478.1666
14-Jun-2020 23:00:00,1591.1666,226,-303.6666,4437.25,269.5,1482.9166
15-Jun-2020 00:00:00,1496.3333,206.9166,-399,4215.25,279.5,1507.0833
15-Jun-2020 01:00:00,1487.9166,203.5,-377,4087.6666,283.5,1490.4166
15-Jun-2020 02:00:00,1439.8333,215.6666,-373,4028.3333,283.5,1501.0833
15-Jun-2020 03:00:00,1444.4166,202.6666,-358.3333,3937.5833,281.75,1564.1666
15-Jun-2020 04:00:00,1481.8333,231.5833,-363.3333,3914.9166,279.4166,1532.5
15-Jun-2020 05:00:00,1483.9166,259,-367.4166,3984.3333,282.75,1494.25
15-Jun-2020 06:00:00,1544.8333,238.5833,-438.25,4076.5833,274.6666,1483
15-Jun-2020 07:00:00,1667.8333,377.6666,-567.6666,4151.75,280,1457.9166
15-Jun-2020 08:00:00,1694.1666,413.0833,-516.6666,4475.5,284.4166,1426.1666
15-Jun-2020 09:00:00,1861.4166,414.25,-428.1666,4610.5,295.1666,1426.1666
15-Jun-2020 10:00:00,1978.5,408.75,-407,4660.75,304.9166,1426.25
15-Jun-2020 11:00:00,2010.5,376.0833,-570.5,4621.8333,302.5833,1393.75
15-Jun-2020 12:00:00,2082,389.3333,-566.3333,4621.0833,309.0833,1348.4166
15-Jun-2020 13:00:00,2194,400.8333,-550.5833,4621.75,305.5833,1272.25
15-Jun-2020 14:00:00,2252.0833,393.4166,-432.75,4611.5,304.6666,1329.25
15-Jun-2020 15:00:00,2198.9166,397.5,-372.9166,4634.0833,302.0833,1423.1666
15-Jun-2020 16:00:00,2214.375,387.25,-343.125,4679.125,309.5,1386.75
